ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	description
ENSDARG00000090969	308.7692802	-0.427205133	0.117931864	-3.622474188	0.000291799	0.008750289	cbln18	cerebellin 18 [Source:ZFIN;Acc:ZDB-GENE-111109-3]
ENSDARG00000029039	55.62596423	-0.998559865	0.275954988	-3.61856067	0.000296246	0.008846154	zdhhc23a	zinc finger DHHC-type containing 23a [Source:ZFIN;Acc:ZDB-GENE-060526-38]
ENSDARG00000087452	643.4438	-0.312518977	0.086381635	-3.617886795	0.000297018	0.008846154	peli3	pellino E3 ubiquitin protein ligase family member 3 [Source:ZFIN;Acc:ZDB-GENE-110304-4]
ENSDARG00000044895	3307.621641	-0.284656178	0.0786767	-3.618049273	0.000296832	0.008846154	fmoda	fibromodulin a [Source:ZFIN;Acc:ZDB-GENE-041008-23]
ENSDARG00000111459	14.89798364	-3.948028572	1.09330758	-3.611086803	0.000304917	0.009060822	nt5c1aa	"5'-nucleotidase, cytosolic IAa [Source:ZFIN;Acc:ZDB-GENE-070705-423]"
ENSDARG00000112648	888.3800318	-0.446513562	0.123723607	-3.608960111	0.000307427	0.009125083	si:dkeyp-82b4.2	si:dkeyp-82b4.2 [Source:ZFIN;Acc:ZDB-GENE-060503-561]
ENSDARG00000103935	476.4431858	-0.455336982	0.126183699	-3.608524589	0.000307943	0.009130085	rab27a	"RAB27A, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-050913-46]"
ENSDARG00000077863	247.9387049	-0.526570834	0.146010948	-3.606379121	0.000310499	0.009185111	mettl22	methyltransferase like 22 [Source:ZFIN;Acc:ZDB-GENE-081022-70]
ENSDARG00000112779	75.22324336	-1.482624641	0.412039963	-3.598254474	0.00032036	0.009444863	BX897689.1	leucine-rich repeats and calponin homology (CH) domain containing 2 [Source:NCBI gene;Acc:100150488]
ENSDARG00000029124	58.33984865	-1.590601322	0.442315252	-3.596080657	0.000323048	0.00951341	adamts15a	"ADAM metallopeptidase with thrombospondin type 1 motif, 15a [Source:ZFIN;Acc:ZDB-GENE-060526-203]"
ENSDARG00000090830	1304.5884	-0.294893712	0.08208758	-3.592427867	0.000327611	0.00961543	tmem132e	transmembrane protein 132E [Source:NCBI gene;Acc:564044]
ENSDARG00000036456	5714.658212	-0.368919972	0.102773966	-3.589624755	0.000331154	0.009676123	anxa4	annexin A4 [Source:ZFIN;Acc:ZDB-GENE-030707-1]
ENSDARG00000111382	214.512243	-0.955982257	0.266372442	-3.588893247	0.000332085	0.009692517	vat1	vesicle amine transport 1 [Source:NCBI gene;Acc:368752]
ENSDARG00000014522	1509.559057	-0.262986741	0.073356351	-3.585057583	0.000337004	0.009781686	cdh6	cadherin 6 [Source:ZFIN;Acc:ZDB-GENE-050320-92]
ENSDARG00000091579	794.7260915	-0.313657955	0.087693445	-3.57675486	0.000347886	0.01006415	si:ch211-66e2.5	si:ch211-66e2.5 [Source:ZFIN;Acc:ZDB-GENE-131121-180]
ENSDARG00000008912	26.29491494	-7.465967457	2.089172294	-3.57364851	0.000352041	0.010155681	slc8a2a	solute carrier family 8 member 2a [Source:ZFIN;Acc:ZDB-GENE-060531-155]
ENSDARG00000053345	53.86297951	-1.261746816	0.353047341	-3.573874295	0.000351738	0.010155681	si:dkey-56i24.1	si:dkey-56i24.1 [Source:ZFIN;Acc:ZDB-GENE-081105-8]
ENSDARG00000115431	355.5726343	-0.504652845	0.141226935	-3.573347009	0.000352447	0.010155681	gjd1a	gap junction protein delta 1a [Source:ZFIN;Acc:ZDB-GENE-080723-77]
ENSDARG00000056774	644.5710332	-0.633401837	0.177345797	-3.571563855	0.000354856	0.010209503	gpr37l1b	G protein-coupled receptor 37 like 1b [Source:ZFIN;Acc:ZDB-GENE-081104-324]
ENSDARG00000113133	51.83723571	-1.36192469	0.382196256	-3.56341714	0.000366058	0.010462966	mgst1.1	microsomal glutathione S-transferase 1.1 [Source:ZFIN;Acc:ZDB-GENE-041010-30]
ENSDARG00000012609	377.2947294	-0.914164616	0.256641897	-3.562024077	0.000368007	0.01050721	hpxa	hemopexin a [Source:NCBI gene;Acc:327588]
ENSDARG00000005139	1420.978116	-0.326946058	0.091803237	-3.561378322	0.000368913	0.010510217	hhatlb	"hedgehog acyltransferase like, b [Source:ZFIN;Acc:ZDB-GENE-050506-130]"
ENSDARG00000029995	21355.97485	-0.20766513	0.058327666	-3.560319547	0.000370404	0.010541242	tnni2b.2	"troponin I type 2b (skeletal, fast), tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040801-9]"
ENSDARG00000074216	325.0323158	-0.411549041	0.115703654	-3.556923457	0.000375223	0.01065529	wu:fc38h03	wu:fc38h03 [Source:ZFIN;Acc:ZDB-GENE-030131-3430]
ENSDARG00000116634	3378.799155	-0.400602883	0.112656305	-3.555973916	0.000376581	0.010670756	crygm2d7	"crystallin, gamma M2d7 [Source:ZFIN;Acc:ZDB-GENE-060918-5]"
ENSDARG00000078250	1519.113736	-0.279560451	0.078628472	-3.555460805	0.000377317	0.010680071	zgc:194398	zgc:194398 [Source:ZFIN;Acc:ZDB-GENE-081022-111]
ENSDARG00000032405	3304.442075	-0.301655496	0.084924766	-3.552032108	0.000382268	0.010808551	ckap4	cytoskeleton associated protein 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2417]
ENSDARG00000055705	1216.798532	-0.569040901	0.160216332	-3.551703463	0.000382746	0.01081041	f5	coagulation factor V [Source:ZFIN;Acc:ZDB-GENE-030131-5531]
ENSDARG00000026801	17718.76372	-0.274832753	0.077558777	-3.543541605	0.000394791	0.011138625	stau2	staufen double-stranded RNA binding protein 2 [Source:NCBI gene;Acc:393899]
ENSDARG00000040695	364.5854991	-0.465894041	0.131509224	-3.542671962	0.000396095	0.011156921	fkbp14	FKBP prolyl isomerase 14 [Source:ZFIN;Acc:ZDB-GENE-040801-210]
ENSDARG00000013741	633.1614401	-0.403193329	0.113814684	-3.542542272	0.00039629	0.011156921	lancl1	LanC antibiotic synthetase component C-like 1 (bacterial) [Source:NCBI gene;Acc:494154]
ENSDARG00000101592	878.2052757	-0.335259219	0.094748767	-3.538401922	0.000402557	0.011291449	col22a1	"collagen, type XXII, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-090827-2]"
ENSDARG00000096616	6468.454099	-0.260177732	0.07352144	-3.538800824	0.000401949	0.011291449	si:ch211-255p10.3	si:ch211-255p10.3 [Source:ZFIN;Acc:ZDB-GENE-121214-339]
ENSDARG00000032802	7492.138622	-0.251860667	0.071182285	-3.538249282	0.00040279	0.011291449	ktn1	kinectin 1 [Source:ZFIN;Acc:ZDB-GENE-030408-4]
ENSDARG00000115342	49.90779472	-1.464571611	0.414443107	-3.533830304	0.000409584	0.011445233	sult3st4	"sulfotransferase family 3, cytosolic sulfotransferase 4 [Source:ZFIN;Acc:ZDB-GENE-050913-17]"
ENSDARG00000055518	4999.841809	-0.491111835	0.138994648	-3.53331471	0.000410384	0.01144835	pygma	"phosphorylase, glycogen, muscle A [Source:ZFIN;Acc:ZDB-GENE-050522-482]"
ENSDARG00000104495	576.5191264	-0.327518789	0.092726935	-3.532078238	0.000412307	0.011484642	pltp	phospholipid transfer protein [Source:ZFIN;Acc:ZDB-GENE-040801-22]
ENSDARG00000068940	7344.170694	-0.232727302	0.065967585	-3.52790393	0.000418864	0.011624843	atp5meb	ATP synthase membrane subunit eb [Source:NCBI gene;Acc:767750]
ENSDARG00000032389	562.7637381	-0.331087086	0.093894385	-3.526164931	0.000421624	0.011669831	tspan12	tetraspanin 12 [Source:ZFIN;Acc:ZDB-GENE-040426-1285]
ENSDARG00000111447	581.6965648	-0.303937541	0.086364102	-3.519257801	0.000432756	0.011943104	shha	sonic hedgehog signaling molecule a [Source:NCBI gene;Acc:30269]
ENSDARG00000035253	542.2066313	-0.442298233	0.125750781	-3.517260337	0.000436026	0.012005125	npr3	natriuretic peptide receptor 3 [Source:ZFIN;Acc:ZDB-GENE-060531-91]
ENSDARG00000112263	582.5054988	-0.334862243	0.095245695	-3.51577298	0.000438476	0.012059921	chrne	"cholinergic receptor, nicotinic, epsilon [Source:ZFIN;Acc:ZDB-GENE-040808-32]"
ENSDARG00000043182	987.0861408	-0.349976568	0.099561871	-3.515166634	0.000439478	0.012074834	hhla2a.1	"HERV-H LTR-associating 2a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050327-45]"
ENSDARG00000033832	93965.55598	-0.310730303	0.08851413	-3.510516364	0.000447237	0.01226234	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000116741	1440.503128	-0.254223033	0.072430045	-3.509911283	0.000448256	0.012277448	ywhag2	"3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-061023-2]"
ENSDARG00000116617	4766.664876	-0.341024575	0.097520486	-3.496953191	0.000470604	0.012782804	spaca4l	sperm acrosome associated 4 like [Source:ZFIN;Acc:ZDB-GENE-101011-2]
ENSDARG00000009194	2394.250112	-0.374001407	0.106960342	-3.496636245	0.000471164	0.012784765	col16a1	"collagen, type XVI, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-060503-351]"
ENSDARG00000114682	463.8702941	-0.573044972	0.163941412	-3.495425375	0.000473307	0.012829645	AL928723.2	kelch repeat and BTB domain containing 11 [Source:NCBI gene;Acc:557467]
ENSDARG00000094559	9.427779455	-3.272514723	0.93987202	-3.481872696	0.00049792	0.013372499	zgc:174855	zgc:174855 [Source:ZFIN;Acc:ZDB-GENE-071004-74]
ENSDARG00000068507	53232.59416	-0.459351442	0.132024994	-3.479276381	0.00050277	0.013475154	crybb1	"crystallin, beta B1 [Source:ZFIN;Acc:ZDB-GENE-010813-1]"
ENSDARG00000044894	344.7921667	-0.446330234	0.128575638	-3.471343732	0.000517861	0.013838153	zgc:113307	zgc:113307 [Source:ZFIN;Acc:ZDB-GENE-050522-29]
ENSDARG00000111186	715.5787903	-0.382349515	0.11032839	-3.465558729	0.000529131	0.014095296	hnrnpl	heterogeneous nuclear ribonucleoprotein L [Source:ZFIN;Acc:ZDB-GENE-040426-710]
ENSDARG00000086114	459.0542765	-0.373522472	0.107817184	-3.464405742	0.000531404	0.014141499	CR792417.1	androgen-dependent TFPI-regulating protein-like [Source:NCBI gene;Acc:100537455]
ENSDARG00000113999	341.7111687	-0.767340164	0.221670748	-3.46162122	0.000536932	0.014274129	AL935333.4	
ENSDARG00000045658	2511.966432	-0.218334946	0.063264637	-3.451137242	0.00055823	0.014795341	msrb3	methionine sulfoxide reductase B3 [Source:ZFIN;Acc:ZDB-GENE-040625-74]
ENSDARG00000079011	1156.473106	-0.436422904	0.126507271	-3.449785154	0.000561033	0.014854633	col17a1b	"collagen, type XVII, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-030131-7145]"
ENSDARG00000099744	1850.749717	-0.340700024	0.098843506	-3.446863012	0.000567136	0.014980294	gap43	growth associated protein 43 [Source:ZFIN;Acc:ZDB-GENE-990415-87]
ENSDARG00000103969	2533.263228	-0.322392841	0.093535017	-3.446760902	0.00056735	0.014980294	smyhc2	slow myosin heavy chain 2 [Source:ZFIN;Acc:ZDB-GENE-070822-12]
ENSDARG00000044457	185.3811173	-0.693677528	0.201495535	-3.442644668	0.000576056	0.015175828	gfi1ab	growth factor independent 1A transcription repressor b [Source:ZFIN;Acc:ZDB-GENE-040116-8]
ENSDARG00000043697	1828.376589	-0.237050084	0.068898001	-3.440594521	0.000580438	0.015260625	nefmb	"neurofilament, medium polypeptide b [Source:ZFIN;Acc:ZDB-GENE-070103-4]"
ENSDARG00000006849	412.7301131	-0.541703297	0.157465081	-3.440148724	0.000581395	0.015270484	asic2	acid-sensing (proton-gated) ion channel 2 [Source:NCBI gene;Acc:407669]
ENSDARG00000032618	365.2500414	-0.45456348	0.132183603	-3.438879469	0.000584127	0.015326915	mgst1.1	microsomal glutathione S-transferase 1.1 [Source:ZFIN;Acc:ZDB-GENE-041010-30]
ENSDARG00000075989	6426.58419	-0.181260765	0.052715711	-3.438458113	0.000585037	0.015335451	arpc2	"actin related protein 2/3 complex, subunit 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5276]"
ENSDARG00000013750	1854.521841	-0.323815154	0.094198624	-3.43757838	0.000586941	0.01537	eno1b	"enolase 1b, (alpha) [Source:ZFIN;Acc:ZDB-GENE-040426-1651]"
ENSDARG00000062978	37.64312166	-1.21949528	0.354872771	-3.436429555	0.000589436	0.015419941	ccdc151	coiled-coil domain containing 151 [Source:ZFIN;Acc:ZDB-GENE-061013-787]
ENSDARG00000059883	172.2373737	-0.558614632	0.162728237	-3.432807012	0.000597367	0.015611869	trpv1	"transient receptor potential cation channel, subfamily V, member 1 [Source:ZFIN;Acc:ZDB-GENE-030912-8]"
ENSDARG00000039914	54755.6409	-0.347425446	0.101258596	-3.43107115	0.000601203	0.01568731	gapdhs	"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:NCBI gene;Acc:406367]"
ENSDARG00000109455	978.1235803	-0.707481288	0.206637259	-3.42378374	0.000617557	0.016027784	exoc2	exocyst complex component 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1160]
ENSDARG00000090268	69751.34839	-0.750244462	0.219268315	-3.421581738	0.00062258	0.016126238	krtt1c19e	keratin type 1 c19e [Source:ZFIN;Acc:ZDB-GENE-050506-95]
ENSDARG00000026531	2166.761024	-0.223815646	0.065433743	-3.420492806	0.000625078	0.016174969	alcama	activated leukocyte cell adhesion molecule a [Source:NCBI gene;Acc:30194]
ENSDARG00000104576	319.4852675	-0.457259632	0.133813526	-3.417140588	0.000632826	0.016343227		si:ch211-152c8.5 [Source:ZFIN;Acc:ZDB-GENE-030131-5764]
ENSDARG00000021789	1722.124956	-0.303388831	0.088822098	-3.415690907	0.000636204	0.016414318	myoc	myocilin [Source:ZFIN;Acc:ZDB-GENE-050425-2]
ENSDARG00000074777	1013.225065	-0.395865616	0.115979382	-3.413241309	0.000641951	0.016529815	ank1b	"ankyrin 1, erythrocytic b [Source:ZFIN;Acc:ZDB-GENE-091113-6]"
ENSDARG00000036754	6034.492715	-0.227783404	0.066740362	-3.412978265	0.000642571	0.016529815	hmgn3	high mobility group nucleosomal binding domain 3 [Source:ZFIN;Acc:ZDB-GENE-041114-180]
ENSDARG00000045316	2428.047621	-0.224677658	0.065823348	-3.413342906	0.000641711	0.016529815	map7d2b	MAP7 domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-091118-82]
ENSDARG00000097824	742.5716294	-0.380509274	0.111549318	-3.411130444	0.000646941	0.016609681	smco4	single-pass membrane protein with coiled-coil domains 4 [Source:ZFIN;Acc:ZDB-GENE-131121-542]
ENSDARG00000115639	20.87289802	-5.813376385	1.704579557	-3.410445914	0.000648567	0.016635153	phf6	PHD finger protein 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5278]
ENSDARG00000113331	289.1390839	-0.459908889	0.134916264	-3.408846907	0.000652381	0.016659635	zc3h13	zinc finger CCCH-type containing 13 [Source:ZFIN;Acc:ZDB-GENE-040426-1619]
ENSDARG00000092947	68238.82414	-0.376189944	0.110336672	-3.409473352	0.000650884	0.016659635	cyt1	"type I cytokeratin, enveloping layer [Source:ZFIN;Acc:ZDB-GENE-991008-6]"
ENSDARG00000112963	160.9424605	-0.994477795	0.291843396	-3.407573411	0.000655433	0.01669699	fn1a	fibronectin 1a [Source:ZFIN;Acc:ZDB-GENE-000426-1]
ENSDARG00000059826	3992.443246	-0.272277431	0.079903314	-3.40758619	0.000655402	0.01669699	crtac1a	cartilage acidic protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9704]
ENSDARG00000059259	28340.74177	-0.173884846	0.051072705	-3.404653125	0.000662481	0.016860185	pabpc4	"poly(A) binding protein, cytoplasmic 4 (inducible form) [Source:ZFIN;Acc:ZDB-GENE-030131-9663]"
ENSDARG00000102506	1789.104508	-0.256980081	0.075549475	-3.401480705	0.000670219	0.016958405	lrp2a	low density lipoprotein receptor-related protein 2a [Source:ZFIN;Acc:ZDB-GENE-050119-2]
ENSDARG00000077654	516.6952777	-0.37701969	0.110864358	-3.40072947	0.000672063	0.016988691	grm8a	"glutamate receptor, metabotropic 8a [Source:ZFIN;Acc:ZDB-GENE-110421-2]"
ENSDARG00000006811	1394.234029	-0.379137352	0.111579576	-3.397909952	0.000679028	0.017082461	sult1st6	"sulfotransferase family 1, cytosolic sulfotransferase 6 [Source:ZFIN;Acc:ZDB-GENE-040718-343]"
ENSDARG00000039077	2024.424074	-0.351848772	0.103547626	-3.397941465	0.000678949	0.017082461	tyr	tyrosinase [Source:ZFIN;Acc:ZDB-GENE-991026-3]
ENSDARG00000055527	8566.512464	-0.24283857	0.071461128	-3.398191133	0.00067833	0.017082461	cmn	calymmin [Source:ZFIN;Acc:ZDB-GENE-000208-9]
ENSDARG00000100555	1273.320289	-0.301633833	0.088931595	-3.391751072	0.000694475	0.01745383	aqp11	aquaporin 11 [Source:ZFIN;Acc:ZDB-GENE-080418-1]
ENSDARG00000021973	4258.321712	-0.190889882	0.056309155	-3.39003279	0.000698843	0.017520476	st13	ST13 Hsp70 interacting protein [Source:ZFIN;Acc:ZDB-GENE-030131-5395]
ENSDARG00000101689	16.86866945	-2.753355742	0.813093599	-3.386271577	0.000708492	0.017721763	si:dkey-16p6.1	si:dkey-16p6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-43]
ENSDARG00000104934	164.404981	-0.549699507	0.162514903	-3.382455996	0.000718408	0.01795267	tln2a	talin 2a [Source:ZFIN;Acc:ZDB-GENE-040724-263]
ENSDARG00000108535	977.57318	-0.291312915	0.086175553	-3.380458883	0.000723649	0.018015016	CABZ01072077.1	neuroblast differentiation-associated protein AHNAK-like [Source:NCBI gene;Acc:795051]
ENSDARG00000011371	697.8104732	-0.334422202	0.099046274	-3.376423839	0.000734347	0.018229452	zgc:64106	zgc:64106 [Source:ZFIN;Acc:ZDB-GENE-040426-1370]
ENSDARG00000109640	1170.527091	-0.331052701	0.098247692	-3.369572304	0.000752849	0.018618298	BX546481.1	fibroblast growth factor binding protein 3 [Source:NCBI gene;Acc:497419]
ENSDARG00000041065	1379.726835	-0.434749689	0.129252281	-3.363574587	0.0007694	0.01892731	hspb1	"heat shock protein, alpha-crystallin-related, 1 [Source:NCBI gene;Acc:368243]"
ENSDARG00000001437	2126.441726	-0.267312239	0.079493208	-3.362705404	0.000771827	0.018944775	slc2a1a	solute carrier family 2 member 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3158]
ENSDARG00000045808	7603.373525	-0.418463977	0.124542311	-3.360014548	0.000779384	0.019076724	rlbp1b	retinaldehyde binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1870]
ENSDARG00000111919	2753.093166	-0.296570556	0.088287572	-3.359142719	0.000781847	0.019119178	BX469921.1	ankyrin 3a [Source:NCBI gene;Acc:103909035]
ENSDARG00000028661	1453.228024	-0.224662009	0.066914452	-3.357451225	0.000786646	0.019200753	cntfr	ciliary neurotrophic factor receptor [Source:ZFIN;Acc:ZDB-GENE-030616-82]
ENSDARG00000021154	471.8897467	-0.461836253	0.137598547	-3.356403565	0.000789633	0.019255732	zgc:92040	zgc:92040 [Source:ZFIN;Acc:ZDB-GENE-040718-87]
ENSDARG00000113216	331.5891323	-0.513577106	0.15305862	-3.355427516	0.000792424	0.019305867	BX663603.1	cache domain containing 1 [Source:NCBI gene;Acc:794807]
ENSDARG00000100952	2070.267225	-0.200082383	0.059647196	-3.354430639	0.000795285	0.019339648	wu:fj16a03	wu:fj16a03 [Source:ZFIN;Acc:ZDB-GENE-030131-7415]
ENSDARG00000024771	247.1073717	-0.479440807	0.142978063	-3.353247328	0.000798693	0.019387607	slc24a5	solute carrier family 24 member 5 [Source:ZFIN;Acc:ZDB-GENE-031210-1]
ENSDARG00000041864	3249.625328	-0.341398228	0.101838707	-3.352342521	0.000801308	0.019428539	capn3a	"calpain 3a, (p94) [Source:ZFIN;Acc:ZDB-GENE-040912-97]"
ENSDARG00000103747	5746.108928	-0.347234805	0.103606377	-3.351481001	0.000803806	0.019456692	cav1	caveolin 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2415]
ENSDARG00000100476	839.9031067	-0.448449921	0.133873305	-3.349808393	0.000808675	0.019526201	si:dkeyp-110c7.4	si:dkeyp-110c7.4 [Source:ZFIN;Acc:ZDB-GENE-070705-532]
ENSDARG00000045580	1816.227157	-0.38174923	0.113966435	-3.349663698	0.000809097	0.019526201	lum	lumican [Source:ZFIN;Acc:ZDB-GENE-040625-24]
ENSDARG00000040988	20260.76211	-0.29738691	0.08877554	-3.349874396	0.000808482	0.019526201	tpi1b	triosephosphate isomerase 1b [Source:NCBI gene;Acc:560753]
ENSDARG00000114046	165.3642313	-0.601423191	0.17961568	-3.348389142	0.000812828	0.019566781	arl4d	ADP-ribosylation factor-like 4D [Source:ZFIN;Acc:ZDB-GENE-030131-2293]
ENSDARG00000098013	471.578529	-0.598542029	0.178744646	-3.348587166	0.000812247	0.019566781	si:ch211-130m23.5	si:ch211-130m23.5 [Source:ZFIN;Acc:ZDB-GENE-131121-298]
ENSDARG00000109279	6016.211261	-0.26021277	0.077914399	-3.339726333	0.00083861	0.020132007	krt8	keratin 8 [Source:NCBI gene;Acc:797433]
ENSDARG00000116459	217.3146203	-1.061703431	0.318002532	-3.338663451	0.000841825	0.020190716	zfr	zinc finger RNA binding protein [Source:NCBI gene;Acc:321659]
ENSDARG00000019713	266.5138439	-0.468576967	0.140384286	-3.337816359	0.000844395	0.020215411	oatx	organic anion transporter X [Source:ZFIN;Acc:ZDB-GENE-070115-1]
ENSDARG00000033616	428.9736497	-0.383385524	0.114860332	-3.337840974	0.000844321	0.020215411	selenon	selenoprotein N [Source:NCBI gene;Acc:352914]
ENSDARG00000078411	399.7291318	-0.53259562	0.159755371	-3.333819815	0.000856621	0.020489413	hspb15	"heat shock protein, alpha-crystallin-related, b15 [Source:ZFIN;Acc:ZDB-GENE-080214-5]"
ENSDARG00000115422	151.2357601	-0.765226446	0.229628651	-3.332451952	0.000860843	0.020571647	pfkmb	"phosphofructokinase, muscle b [Source:ZFIN;Acc:ZDB-GENE-081114-1]"
ENSDARG00000089507	731.7825207	-0.310655894	0.093274002	-3.330573216	0.000866674	0.020654542	ugt1b5	"UDP glucuronosyltransferase 1 family, polypeptide B5 [Source:ZFIN;Acc:ZDB-GENE-080227-14]"
ENSDARG00000102406	1006.216712	-0.28103765	0.084377988	-3.330698637	0.000866283	0.020654542	si:ch211-165e15.1	si:ch211-165e15.1 [Source:ZFIN;Acc:ZDB-GENE-081028-59]
ENSDARG00000104519	179.712771	-0.962291971	0.289173718	-3.327729707	0.000875568	0.020847569	CABZ01075611.1	
ENSDARG00000109554	2087.609893	-0.394536576	0.118598128	-3.326667804	0.000878911	0.020881715	hbbe2	hemoglobin beta embryonic-2 [Source:ZFIN;Acc:ZDB-GENE-040702-1]
ENSDARG00000013500	1076.102021	-0.361664862	0.108712981	-3.326786354	0.000878537	0.020881715	abca2	"ATP-binding cassette, sub-family A (ABC1), member 2 [Source:ZFIN;Acc:ZDB-GENE-050517-1]"
ENSDARG00000099200	7210.337937	-0.424234445	0.127560831	-3.325742239	0.000881834	0.020920843	zgc:123103	zgc:123103 [Source:ZFIN;Acc:ZDB-GENE-051030-105]
ENSDARG00000117108	283.0215719	-0.57290207	0.17236326	-3.323806185	0.000887979	0.021047586	atp13a2	ATPase cation transporting 13A2 [Source:ZFIN;Acc:ZDB-GENE-061215-126]
ENSDARG00000115913	134.6045819	-0.829363645	0.249556919	-3.323344626	0.00088945	0.021063418	fam169aa	family with sequence similarity 169 member Aa [Source:ZFIN;Acc:ZDB-GENE-060825-117]
ENSDARG00000069432	3871.434857	-0.35022561	0.105449675	-3.321258308	0.000896126	0.021183279	plscr3b	phospholipid scramblase 3b [Source:ZFIN;Acc:ZDB-GENE-040426-2517]
ENSDARG00000090957	27.68295894	-2.136407937	0.643330717	-3.320854859	0.000897422	0.021194828	CU469420.2	
ENSDARG00000051962	442.9116328	-0.366964048	0.110546177	-3.319554401	0.000901612	0.021274646	mmp15a	matrix metallopeptidase 15a [Source:ZFIN;Acc:ZDB-GENE-070817-4]
ENSDARG00000052881	41.01670855	-1.628378196	0.491776603	-3.311215266	0.000928917	0.021801305	dnajb5	DnaJ heat shock protein family (Hsp40) member B5 [Source:ZFIN;Acc:ZDB-GENE-070705-308]
ENSDARG00000116706	63.5036392	-4.140360384	1.251479599	-3.308372255	0.0009384	0.021945342	zgc:55461	zgc:55461 [Source:ZFIN;Acc:ZDB-GENE-040426-2879]
ENSDARG00000116738	89.85923847	-0.800777801	0.242161762	-3.306788797	0.00094372	0.02205011	lrrc39	leucine rich repeat containing 39 [Source:NCBI gene;Acc:550456]
ENSDARG00000058358	18203.33145	-0.298551645	0.090477028	-3.299750808	0.000967707	0.022550327	krt8	keratin 8 [Source:NCBI gene;Acc:797433]
ENSDARG00000068876	475.5603176	-0.440824055	0.13370153	-3.297075611	0.000976972	0.022746023	zgc:153031	zgc:153031 [Source:ZFIN;Acc:ZDB-GENE-060929-1190]
ENSDARG00000074002	311.5896889	-0.449727494	0.136477864	-3.295241307	0.000983372	0.022854471	slc6a11a	solute carrier family 6 member 11a [Source:ZFIN;Acc:ZDB-GENE-030131-3729]
ENSDARG00000054878	233.013451	-0.438997739	0.13343191	-3.29005063	0.001001694	0.02324262	six2b	SIX homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-080723-23]
ENSDARG00000100791	230.0311692	-0.48756477	0.148402341	-3.285425059	0.001018286	0.023561564	tril	TLR4 interactor with leucine-rich repeats [Source:ZFIN;Acc:ZDB-GENE-131218-1]
ENSDARG00000017728	1250.083843	-0.341498837	0.103979028	-3.28430495	0.001022342	0.023634574	phb2b	prohibitin 2b [Source:ZFIN;Acc:ZDB-GENE-040718-430]
ENSDARG00000096804	84.90881071	-0.820210383	0.250131796	-3.279112837	0.00104134	0.023989216	si:dkey-219e21.4	si:dkey-219e21.4 [Source:ZFIN;Acc:ZDB-GENE-141222-59]
ENSDARG00000092354	620.9467245	-0.316383691	0.096508772	-3.278289464	0.001044382	0.024038201	si:ch211-284e13.6	si:ch211-284e13.6 [Source:ZFIN;Acc:ZDB-GENE-060526-163]
ENSDARG00000044626	93.07801376	-0.84636757	0.258235323	-3.277505027	0.001047289	0.024062878	ccdc90b	coiled-coil domain containing 90B [Source:ZFIN;Acc:ZDB-GENE-040724-162]
ENSDARG00000010434	2156.889323	-0.344265456	0.105255881	-3.270747942	0.001072635	0.024559216	clu	clusterin [Source:ZFIN;Acc:ZDB-GENE-040426-1774]
ENSDARG00000116302	46.85060201	-1.237348706	0.379126063	-3.263686742	0.001099727	0.025091941	CABZ01039096.1	
ENSDARG00000115586	104.5788833	-1.1674401	0.357827877	-3.262574486	0.001104052	0.025164991	znf207b	"zinc finger protein 207, b [Source:ZFIN;Acc:ZDB-GENE-030131-7377]"
ENSDARG00000109670	51.46645622	-1.018925799	0.312380943	-3.261805248	0.001107052	0.025171516	lpcat3	lysophosphatidylcholine acyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-041111-232]
ENSDARG00000045676	1240.022741	-0.406484895	0.124715924	-3.259286237	0.001116929	0.025352166	calua	calumenin a [Source:NCBI gene;Acc:415241]
ENSDARG00000113898	211.1110198	-5.655135736	1.738265635	-3.253320794	0.001140646	0.025779003	dgcr8	DGCR8 microprocessor complex subunit [Source:ZFIN;Acc:ZDB-GENE-030131-3421]
